Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,06,FONTE LONGA                                       ,FONTE LONGA                                       ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,08,LINHARES                                          ,LINHARES                                          ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,09,MARZAGÃO                                          ,MARZAGÃO                                          ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,11,PARAMBOS                                          ,PARAMBOS                                          ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,12,PEREIROS                                          ,PEREIROS                                          ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,13,PINHAL DO NORTE                                   ,PINHAL DO NORTE                                   ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,14,POMBAL                                            ,POMBAL                                            ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,16,SEIXO DE ANSIÃES                                  ,SEIXO DE ANSIÃES                                  ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,18,VILARINHO DA CASTANHEIRA                          ,VILARINHO DA CASTANHEIRA                          ,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,20,AMEDO E ZEDES                                     ,UNIÃO DAS FREGUESIAS DE AMEDO E ZEDES,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,21,BELVER E MOGO DE MALTA                            ,UNIÃO DAS FREGUESIAS DE BELVER E MOGO DE MALTA,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,22,CASTANHEIRO DO NORTE E RIBALONGA                  ,UNIÃO DAS FREGUESIAS DE CASTANHEIRO DO NORTE E RIBALONGA,0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,23,"LAVANDEIRA, BEIRA GRANDE E SELORES                ","UNIÃO DAS FREGUESIAS DE LAVANDEIRA, BEIRA GRANDE E SELORES",0493,CARRAZEDA DE ANSIAES          
04,BRAGANCA                      ,04,FREIXO DE ESPADA A CINTA      ,04,LIGARES                                           ,LIGARES                                           ,0507,FR DE ESPADA A CINTA          
04,BRAGANCA                      ,04,FREIXO DE ESPADA A CINTA      ,06,POIARES                                           ,POIARES                                           ,0507,FR DE ESPADA A CINTA          
04,BRAGANCA                      ,04,FREIXO DE ESPADA A CINTA      ,07,FREIXO DE ESPADA À CINTA E MAZOUCO                ,UNIÃO DAS FREGUESIAS DE FREIXO DE ESPADA À CINTA E MAZOUCO,0507,FR DE ESPADA A CINTA          
04,BRAGANCA                      ,04,FREIXO DE ESPADA A CINTA      ,08,LAGOAÇA E FORNOS                                  ,UNIÃO DAS FREGUESIAS DE LAGOAÇA E FORNOS,0507,FR DE ESPADA A CINTA          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,02,AMENDOEIRA                                        ,AMENDOEIRA                                        ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,03,ARCAS                                             ,ARCAS                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,07,CARRAPATAS                                        ,CARRAPATAS                                        ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,09,CHACIM                                            ,CHACIM                                            ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,10,CORTIÇOS                                          ,CORTIÇOS                                          ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,11,CORUJAS                                           ,CORUJAS                                           ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,14,FERREIRA                                          ,FERREIRA                                          ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,15,GRIJO                                             ,GRIJO                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,16,LAGOA                                             ,LAGOA                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,17,LAMALONGA                                         ,LAMALONGA                                         ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,18,LAMAS                                             ,LAMAS                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,19,LOMBO                                             ,LOMBO                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,20,MACEDO DE CAVALEIROS                              ,MACEDO DE CAVALEIROS                              ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,21,MORAIS                                            ,MORAIS                                            ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,23,OLMOS                                             ,OLMOS                                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,24,PEREDO                                            ,PEREDO                                            ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,26,SALSELAS                                          ,SALSELAS                                          ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,28,SEZULFE                                           ,SEZULFE ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,30,TALHAS                                            ,TALHAS                                            ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,32,VALE BENFEITO                                     ,VALE BENFEITO                                     ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,33,VALE DA PORCA                                     ,VALE DA PORCA                                     ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,34,VALE DE PRADOS                                    ,VALE DE PRADOS                                    ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,36,VILARINHO DE AGROCHÃO                             ,VILARINHO DE AGROCHÃO                             ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,38,VINHAS                                            ,VINHAS                                            ,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,39,ALA E VILARINHO DO MONTE                          ,UNIÃO DAS FREGUESIAS DE ALA E VILARINHO DO MONTE,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,40,BORNES E BURGA                                    ,UNIÃO DAS FREGUESIAS DE BORNES E BURGA,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,41,CASTELÃOS E VILAR DO MONTE                        ,UNIÃO DAS FREGUESIAS DE CASTELÃOS E VILAR DO MONTE,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,42,"ESPADANEDO, EDROSO, MURÇÓS E SOUTELO MOURISCO     ","UNIÃO DAS FREGUESIAS DE ESPADANEDO, EDROSO, MURÇÓS E SOUTELO MOURISCO",0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,43,PODENCE E SANTA COMBINHA                          ,UNIÃO DAS FREGUESIAS DE PODENCE E SANTA COMBINHA,0515,MACEDO DE CAVALEIROS          
04,BRAGANCA                      ,05,MACEDO DE CAVALEIROS          ,44,TALHINHAS E BAGUEIXE                              ,UNIÃO DAS FREGUESIAS DE TALHINHAS E BAGUEIXE,0515,MACEDO DE CAVALEIROS          
